Job,Salary,Company,Location
Financial Analyst - Home Office,,"Enrique J. Fernandez, P.A.",México
Multi Body Dynamics Analyst,,PAE DESARROLLADOR EMPRESARIAL DE L...,N.L.
"Principal Financial Analyst, Oracle Cloud Infrastrcuture",,Oracle de México..,Jal.
Sr. Cost Analyst,,EMBOTELLADORA NIAGARA DE MEXICO S ...,Edo. Méx.​
Accounts receivable analyst,,HeadQuarters LLC,Ciudad de México
Product Engineer,,HELLA Automotive México,Qro.
Analista de inventarios,,,Chih.
Credit analyst,,CREDICLUB SA DE CV SOCIEDAD FINANC...,N.L.
Information Management Coordinator,,Procter & Gamble,México
Reclutador TI Experiencia en Banca,,RECRUITERS & HR ADVISORS LATAM,Ciudad de México
Finance Analyst Operations,,"Gates de México, S.A. de C.V.",CDMX
Senior Business Analyst,,"Inflection Point, S.A. de C.V.",N.L.
SQL Server Technology Analyst,,"Infosys Technologies, S. de R.L. d...",Ciudad de México
FP&A Analyst,,,Son.
Salesforce Analyst / Home Office,,Sensata Technologies de México S. ...,BC.
Software Developer - Senior Developer Data Engineering,,NOT SO SMART S. DE R.L DE C.V.,México
Refund & Repurchases Audit Analyst,,HERBALIFE NUTRITION,Jal.
Senior Reporting Analyst,,BOLDR MEXICO S. DE R.L. DE C.V.,Yuc.
analyst Business Intelligence,,INGRAM MICRO MÉXICO,Edo. Méx.​
Stellantis-Total Production Cost Analyst,,"RightThing, LLC",CDMX
IT Development Sr Analyst,,ALTEC ELECTRONICA CHIHUAHUA,Chih.
Machine Learning Engineer,,Mobile Apps Enterprises LLC,Ciudad de México
Data engineer,,Mobile Apps Enterprises LLC,Jal.
Python Developer,,Mobile Apps Enterprises LLC,Jal.
Associate Sales Analyst,"$14,000 - $15,000  Mensual",Worldone Servicios de Investigacio...,Pue.
Risk Analyst - Database Analyst,,,Ciudad de México
ESPECIALISTA EN COSTOS - POWER BI - TEMPORAL,,Comex,CDMX
Strategic Sourcing Analyst,,,Son.
Total Production Cost Analyst,,"RightThing, LLC",CDMX
Business Analyst,,everis,CDMX
Planogram Specialist,,Auto Zone,N.L.
Financial analyst,,DRISCOLL'S OPERACIONES SA DE CV,Jal.
SAP Application Analyst - MM,,Plastic Omnium Auto Inergy Industr...,Pue.
Sr. Global Supply Management Analyst,,Corning Optical Communications,N.L.
***Mid Salesforce Developer**,,Starkejobs SC,México
Sr. Global Supply Management Analyst,,Corning Optical Communications,Tamps.
Salesforce Admin,,eQuest LLC,CDMX
Business Analyst,,Diageo México,Jal.
Learning Analyst Tampico (Temporary),,Pepsico División Foods,Tamps.
Científico de datos,,Grupo Alsea,CDMX
Analista Inteligencia de Negocio,,Femsa,CDMX
Member Compensation Accounting Sr. Analyst,,HERBALIFE NUTRITION,Jal.
Business Analyst,"$35,000 - $40,000  Mensual",,México
Process analyst,,Teleperformance,N.L.
Materials Planning Analyst,,,Son.
Product owner,,Daltum Systems S.A de C.V.,Ciudad de México
"Business Analyst - Polanco, Ciudad de México","$25,000 - $30,000  Mensual",Kelly Services,CDMX
Business Analyst,,Page Personnel,México
Bussines system analyst,,IDC TECHNOLOGIES MEXICO SA DE CV,México
Accounts payable analyst - CDMX,,"Servicios Integrales Mondelez, S. ...",Ciudad de México
"Sr. Test Analyst | English, Java, Microservice, ReactJS",,"Infosys Technologies, S. de R.L. d...",México
Principal Technical Analyst,,Oracle de México..,Jal.
Biller Analyst,,eQuest LLC,N.L.
Controlling Specialist Sr,,CONTINENTAL GUADALAJARA SERVICES M...,Chih.
"Analista de Soluciones Sr / Sr Analyst, IT Business MX",,Kansas City Southern de México S.A...,N.L.
Financial Analyst - Home Office,,"Enrique J. Fernandez, P.A.",México
Analista de negocios de sistemas financieros ti,,Ejecucion y Analisis,CDMX
Data Reporting Associate,,Estrella Innovative Solutions,CDMX
IT Network Analyst,,,CDMX
"Total Production Cost Analyst (Purchasing, Manufacturing)",,"RightThing, LLC",CDMX
Accounts payable analyst,,"Servicios Integrales Mondelez, S. ...",N.L.
Data Warehouse Developer,"$29,000 - $30,000  Mensual","SSBCC México, S. de R.L. de C.V.",BC.
Científico de datos,,Infotec Centro de Investigación e ...,CDMX
Científico de Datos,"$10,000 - $10,001  Mensual","Punto Pen, S.A. de C.V.",CDMX
Científico de Datos,,Celulares y accesorios del Sureste...,Yuc.
Científico de datos,"$20,000 - $25,000  Mensual",Qualitas Compañía de Seguros,CDMX
CIENTIFICO DE DATOS,,"Grupo Aeroportuario del Pacífico, ...",Jal.
CIENTIFICO DE DATOS,,Celulares y accesorios del Sureste...,Yuc.
Científico de datos,,Grupo Alsea,CDMX
Científico de datos,,Grupo Salinas,CDMX
Científico de datos,,SERVICIOS CORPORATIVOS SCOTIA SA D...,Edo. Méx.​
Científico de datos,,Grupo Salinas,CDMX
Científico de datos,,LEONALI S DE RL DE CV,Pue.
Cientifico de Datos,,Softtek,Ciudad de México
Científico de datos,,,N.L.
Científico de datos,,,Coah.
Cientifico de datos Jr.,,"Compartamos Servicios, S.A. de C.V.",Ciudad de México
Cientifico de Datos Sr,,Softtek,Ciudad de México
CIENTIFICO DE DATOS JR,,Latin America Business Consulting ...,Ciudad de México
CIENTIFICO DE DATOS - SR,,Grupo Salinas,CDMX
CIENTIFICO DE DATOS- BILINGUE,,"Manpower, S.A. de C.V.",CDMX
CIENTIFICO DE DATOS SR,,,Ciudad de México
Coordinador científico de datos,,Komatsu Maquinarias México,CDMX
CIENTIFICO DE DATOS JR,"$25,000 - $30,000  Mensual",,Ciudad de México
Lider Científico de Datos,"$60,000 - $70,000  Mensual","Compartamos Servicios, S.A. de C.V.",Ciudad de México
Científico de datos de inteligencia de mercados,"$17,000 - $20,000  Mensual","Computación, Datos y Tecnología, S...",Edo. Méx.​
Cientifico de Datos/Data Scientist,,Thyssenkrupp Components Technology...,Gto.
Científico en análisis de datos,,Hygeia de Mexico SA de CV,Jal.
desarrollador Big Data/ Científico de Datos,,Badak Soluciones SA de CV,Ciudad de México
Auditor Científico de Datos (Experto en PYTHON),,"Nacional Monte de Piedad, I.A.P.",Ciudad de México
Científico de datos p/ Riesgos de Ciberseguridad,,Grupo Salinas,Ciudad de México
Científico de Datos Torre de Control LATAM,,"Storecheck, S.A de C.V.",Qro.
Técnico en base de datos,,LAMTEK MUEBLES,Jal.
Senior Master Planner,,AXALTA COATING SYSTEMS MEXICO S DE...,Edo. Méx.​
Data Analyst,,"Deacero, S.A. de C.V.",N.L.
Analista de sistemas,,MC1 TECNOLOGIA LTDA,Ciudad de México
Arquitecto Ciencia de Datos,,"Herdez, S.A. de C.V.",Edo. Méx.​
Líder Funcional de Datos y Desarrollo,,DIMEX CAPITAL,CDMX
Data Scientist Sr.,,"Manpower, S.A. de C.V.",México
Arquitecto de datos,,PopUP Design S de RL de CV,Ciudad de México
Doctor(a) en Áreas Físico-Matemáticas e Ingenierías,,Universidad Tecnologica Latinoamer...,Edo. Méx.​
Consultor BI,,Alia,Ciudad de México
Data Scientist Sr,,"Manpower, S.A. de C.V.",México
Data Scientist SR,"$35,000 - $40,000  Mensual",SEGURITECH ADMINISTRACION SA DE CV,CDMX
FACTURACION E INGRESOS DE PAGOS,"$7,000 - $9,000  Mensual","VILLA TOURS, S. A. DE C. V.",Nuevo León
Tecnico instrumentista,"$8,000 - $8,900  Mensual",Polioles S.A de C.V,Edo. Méx.​
Desarrollador Teradata,,"Stefanini México, S.A. de C.V.",Ciudad de México
Analista de Soporte Técnico - Automotriz,,HTA,CDMX
Líder Técnico de Desarrollo de Software / Technical Lead,,MIGESA SA DE CV,N.L.
*Ingeniero Jr Soporte Retail,,Grupo Bafar,Chihuahua
DESARROLLADOR Sr.,,Tracusa,Gto.
AUXILIAR CONTABLE,,Randstad,Ciudad de México
SUBGERENTE DESARROLLO DE SISTEMAS (SAP),,IZZI,CDMX
Gerente E-commerce,,BACKGROUND SERVICIOS ADMINISTRATIV...,CDMX
Coordinación de proyectos (Administración y logística),,Universidad Iberoamericana,CDMX
Soporte Técnico,,ASTECI,Edo. Méx.​
Analista Sistemas Telecomunicaciones,,Grupo Financiero Inbursa,CDMX
Auxiliar soporte técnico,,DISTRIBUIDORA DE ALUMINIO DEL MAYA...,Yuc.
Auxiliar de crédito y cobranza,,POCHTECA SERVICIOS ADMINISTRATIVOS...,Qro.
"CONSULTOR, IMPLEMENTADOR Y DESARROLLADOR DEL SISTEMA META 4",,,CDMX
Web Scraping Tech Lead,,UVI TECH SAPI DE CV,Ciudad de México
VC Analista de Despacho especializado en Fibra Optica,,Grupo Salinas,CDMX
Analista de cuentas/ Bases de datos/ Nuevos proyectos,"$20,000 - $22,000  Mensual","Computación, Datos y Tecnología, S...",Edo. Méx.​
Soporte Técnico Nivel 2,,Lumina Software S.A. de C.V.,N.L.
Data Tech Lead,,UVI TECH SAPI DE CV,Ciudad de México
Practicante de Ti,,,N.L.
Mecánico Automotriz - Monterrey NL,,UVI TECH SAPI DE CV,Nuevo León
Tech Lead,,UVI TECH SAPI DE CV,Ciudad de México
TÉCNICO DE VERACRUZ,,ORGANIZACIÓN CONTINO,Ver.
Trainee,,AXALTA COATING SYSTEMS MEXICO S DE...,Edo. Méx.​
Plantilla: EJECUTIVO DE VENTAS INTERNACIONALES,,Modular Vanity Tops SA DE CV,N.L.
Analista de Asuntos Regulatorios,,,CDMX
Desarrollador Jr. Java,,CREDICLUB SA DE CV SOCIEDAD FINANC...,N.L.
Ingeniero Soporte Técnico Red Hat,,"COMPUSOLUCIONES Y ASOCIADOS, S.A. ...",Ciudad de México
BECARIO MANUFACTURA DISPERSIONES,,AXALTA COATING SYSTEMS MEXICO S DE...,Edo. Méx.​
UX Researcher,,UVI TECH SAPI DE CV,México
Representante Técnico de Ventas EM,,BASF,CDMX
SecOps Lead,,UVI TECH SAPI DE CV,México
Cybersecurity Compliance Lead,,UVI TECH SAPI DE CV,México
Gerente de Proyecto,,MASTER BUILDER SA DE CV,N.L.
Issue Management Cordinator,,Banamex,Ciudad de México
Becario Sistemas/Programación/Polanco,,"Operativo Evenplan, S.C.",CDMX
Ejecutivo telefónico call center ATC,,"Atento Servicios, S. A. de C.V.",CDMX
OPERARDOR NOC,"$12,000 - $15,000  Mensual",GRUPO W COM SA DE CV,Edo. Méx.​
JAVA LIDER TÉCNICO,"$77,000 - $85,000  Mensual",ELEVEN ELEMENTS,CDMX
Programador de Software,"$10,000 - $15,000  Mensual",Starkejobs SC,CDMX
Product Owner Jr.,,,N.L.
TECNICO ELECTROMECANICO ESP A/A,,FRESCARVAT,Qro.
Técnico Electromecanico Esp A/A,,FRESCARVAT,Chihuahua
Senior Tester Automation,,MTP,CDMX
Desarrollador back end,,CASTELEC INTERNACIONAL SA DE CV,N.L.
Scrum Master Jr.,,,N.L.
Ingeniero de Soporte Aplicaciones TI,,INGENIERIA DRIC SA DE CV,CDMX
Auxiliar contable,,Kelly Services,CDMX
Senior Developer (Java y Cloud),,APPARKO TECNOLOGIA SAPI DE CV,Jal.
Personal de mantenimiento,,Grupo Inmobiliario Alhel,CDMX
Call Center Aclaraciónes Bancarias,,"Atento Servicios, S. A. de C.V.",CDMX
QA Tester,,Grupo Alnus S.A. de C.V.,Nuevo León
Ingeniero en sistemas computacionales,,GRUPO KYOSEI SA DE CV,Ags.
Especialista en E mail Marketing/CRM/Marketing Automation,,Marketing911,Ciudad de México
Monitorista de Señales Digitales,,,Qro.
Jefe Administrador SAP B1 En Colonia Del Valle,,"PROVEEDORA GENERAL POPO,S.A DE C.V.",CDMX
Jefe Administrador SAP B1 En Colonia Del Valle,,"PROVEEDORA GENERAL POPO,S.A DE C.V.",CDMX
Jefe de Medios,"$10,000 - $15,000  Mensual",Venados F.C,Yuc.
TECNICO PROGRAMADOR/AUTOMATIZACION,"$20,000 - $22,000  Mensual","Global GOG Group, S.A. de C.V.",Gto.
Analista Sr. de Interfaces de Sistemas Logísticos,,Magic Log SA de CV,CDMX
Especialista en Sistemas Silvopastoriles,,TSERV SOLUCIONES PARA LA POBREZA A...,Yuc.
Técnico de Ensamble,,KOCH SHARED SERVICES MEXICO S DE R...,Jal.
Ingeniero de soporte de sistemas,,,Tamps.
Ingeniero de Integraciones / Integration engineer,,Magic Log SA de CV,CDMX
INGENIERO (A) DE SOPORTE TÉCNICO,,"CIMATEL TELECOMUNICACIONES, SA DE CV",Ciudad de México
Arquitecto de Base de Datos- Data warehouse,,C&A MEXICO S DE RL,Jal.
Desarrollador NET CORE,,Bliss IT,N.L.
SQL funcional (DTS SISS) 100% REMOTO & 100% FREELANCE,,BSD ENTERPRISE GROUP SA DE CV,N.L.
Instalador de GPS - Puebla,,ASOSA PERSONAL,Pue.
Coordinador de seguros medicos,,SINERGIA IMPACTO EMPRESARIAL,Nay.
Representante de ventas - Soldadura,,PLACEMENT  PARTNERS,N.L.
"DESARROLLADOR .NET JR ($17,300)",,MAVI DE OCCIDENTE SA DE CV,Jal.
Desarrollador Power Builder,,,Yucatán
Químico analista,,LABORATORIO DE SERVICIOS CLÍNICOS ...,N.L.
"Cajera facturista, asis administrativa",,ALPE FRESH SA DE CV,Jal.
Especialista en Agronomía (café y cacao),,TSERV SOLUCIONES PARA LA POBREZA A...,Yuc.
Auxiliar administrativo,"$7,000 - $8,000  Mensual",COMERCIALIZADORA Y DISTRIBUIDORA M...,Gto.
Analista financiero,"$20,000 - $25,000  Mensual",MISION TALENTO,Gto.
Asesor Técnico de Home automation (Domótica),,"BTICINO DE MEXICO, SA DE CV",Qro.
Soporte técnico IT,"$10,000 - $12,000  Mensual",SERVI GAS DEL PACIFICO SA DE CV,Chih.
Desarrollador full stack SR.,,SMART BROWSER SOLUTIONS,CDMX
Monitorista,,PARAMOUNT CITRUS MEXICO SERVICES S...,N.L.
"Recepcionista - Parque Industrial Novopark,Celaya Guanajuato",,Kelly Services,Gto.
Analista de CRM (Salesforce y/o Navision),,Nabe,CDMX
Ingeniero de servicio,,ORGANIZACIÓN CONTINO,Son.
Tecnico en Mantenimiento,,,Ags.
Ingeniero en desarrollo de software,,Agrotractores del Centro SA de CV,Qro.
Especialista de Bases de Datos,,Pentafon,CDMX
Customer Success Manager,,HALAYEL CORPORATIVO SA DE CV,CDMX
Líder de aplicaciones Móviles iOS y Android,,Quality & Knowledge on IT Services...,CDMX
Administrador sap,,Sportires,CDMX
Fullstack developer,,"Manpower, S.A. de C.V.",México
Software Engineer Instructor,,UVI TECH SAPI DE CV,Ciudad de México
Desarrollador java,,Grupo Salinas,CDMX
Lider de Produccion,,FANASA S.A. DE C.V.,Qro.
Analista de asuntos regulatorios,,Nichos Sales Force,CDMX
INGENIERO DE CAJEROS AUTOMATICOS-DEL. MIGUEL HIDALGO CDMX,"$11,000 - $11,500  Mensual",NCR DE MÉXICO,CDMX
INGENIERO DE CAJEROS AUTOMATICOS-VERACRUZ,"$11,000 - $11,500  Mensual",NCR DE MÉXICO,Ver.
"INGENIERO DE CAJEROS AUTOMATICOS-MORELIA, MICHOACAN","$11,000 - $11,500  Mensual",NCR DE MÉXICO,Mich.
Ingeniero de Calidad Clientes,,"KEMET DE MÉXICO, S.A. DE C.V.",N.L.
Auxiliar Contable de Impuestos,"$16,000 - $18,000  Mensual","Manpower, S.A. de C.V.",CDMX
Auxiliar de soporte técnico. Zona Metepec,,,Edo. Méx.​
Tecnico de Test Vehículos,,Nissan Mexicana,Ags.
Ingeniero de soporte técnico,,,Qro.
Programador Magento 2,,Sportires,CDMX
Ejecutivo JR de diseño de soluciones empresariales TI,,,CDMX
Jefe de Inventarios,,,BC.
Ejecutivos Telefónicos en Atención a Clientes/Turno Vesperti,,"Atento Servicios, S. A. de C.V.",CDMX
Desarrollador java,,Grupo Salinas,CDMX
NUTRIOLOGO PARA CLINICA EN EXPANSION,,"Bacher Zoppi, S.A. de C.V.",Jal.
TECNICO EN SOPORTE,,Compras Centrales y Administración...,Q. Roo
INGNIERO EN SISTEMAS,,VERYRE CONSULTORES S.A. DE C.V.,Qro.
Coordinador de área de desarrollo,,CHAT2DESK MEXICO SA DE CV,Edo. Méx.​
Técnico de Procesos Planta Química,,,CDMX
Ingeniero TI/ Analista de negocio SR.,,"Grupo Lala, S.A.",Dgo.
Ingeniero de sistemas,,,Nuevo León
Ingeniero de soporte de Red de Voz y Datos,"$16,000 - $20,000  Mensual",AETHRA COMMUNICATIONS MEXICO S DE ...,Ciudad de México
Catman,,NORMA,CDMX
TRAINEE JEFE DE MARCA JR,"$10,000  Mensual","Avante Textil, S.A. de C.V.",Edo. Méx.​
ANALISTA DE NOMINA,"$10,000 - $10,500  Mensual",Payrolling S.A. de C.V.,Edo. Méx.​
Analista de gobierno de datos,,Grupo Salinas,CDMX
Ejecutivo de telemarketing,,Operadora de Servicios Paquetexpre...,Tamps.
Analista de Pagos,,"Bupa México, Compañía de Seguros, ...",CDMX
Consultor(a) Sr IT Assurance,,Deloitte,N.L.
Reclutador Bilingüe ($18K puestos especializados),,Pullsale Btl SA de CV,Jalisco
Consultor de Servicios Técnicos,,Fortia Technology S.A. de C.V.,Tamps.
Jefatura de Innovación y Sistemas,,,CDMX
Jefe de mantenimiento,,Walmart México,CDMX
"DESARROLLADOR WEB SENIOR EN .NET, SOAP Y API REST",,,Ciudad de México
Ejecutivo Telefonico Bilingüe,,,Ags.
Ejecutivo Telefonico Bilingüe,,,Jal.
Ejecutivo Telefonico Bilingüe,,,Pue.
Ejecutivo Telefonico Bilingüe,,,Ciudad de México
inicia el año trabajando como AGENTE TELEFÓNICO,,"Atento Mexicana, S.A. de C.V.",CDMX
Ejecutivo de Servicio Cloud,,"CT Internacional Noroeste, S.A. de...",N.L.
Soporte Técnico Call Center / Tecnología y Linea Blanca,,Atento México,CDMX
*Ingeniero Jr Soporte Retail,"$14,500  Mensual",Grupo Bafar,Chihuahua
Agente call center,"$7,000  Mensual",GRUPO GA S.A. DE C.V.,Ciudad de México
Analista de Calidad en Campo / Polanco,"$10,000  Mensual",Grupo Salinas,CDMX
Administrador CA - Service Desk Management Suite Weekends,"$35,000 - $40,000  Mensual",HALAYEL CORPORATIVO SA DE CV,CDMX
Preventa Coach,,Bonafont,Gto.
*Asesores Telefónicos en Atención a Clientes*VESPERTINO,"$6,400 - $8,600  Mensual","Atento Servicios, S. A. de C.V.",CDMX
Desarrollador Phyton,,Kopar,N.L.
Desarrollador Power BI,,Kopar,N.L.
Soporte técnico,,ASTECI,Edo. Méx.​
Tecnico de equipos,,Sensata Technologies de México S. ...,Aguascalientes
ING. DE DESARROLLO,,Comercializadora ORDI S. de R.L. d...,Jal.
Planeador,,Grupo Salinas,CDMX
ADMINISTRADOR CA SERVICE DESK MANAGEMENT SUITE (FS/Feriados,,HALAYEL CORPORATIVO SA DE CV,CDMX
Asesor telefónico en atención a clientes,,"Atento Servicios, S. A. de C.V.",CDMX
Consultor Senior de Nómina ( Payroll),,"Internacional de Sistemas, S.A. De...",Ciudad de México
Asesor de atención al cliente Call Center,,"Atento Servicios, S. A. de C.V.",CDMX
"Lider tecnico Azure (SAAS, PAAS, IAAS)",,Softtek,Ciudad de México
DATA SCIENTIST - JR,,Grupo Salinas,CDMX
Analista fiscal,,"Manpower, S.A. de C.V.",CDMX
TÉCNICO EN AIRE ACONDICIONADO,,Universidad Mexicana,Ver.
Data scientist,,CH2M,Ciudad de México
Data scientist,,SERVICIOS AXITY MEXICO S DE RL DE CV,CDMX
Data Scientist,"$20,000 - $22,000  Mensual",CUATRO NETWORKS S DE RL DE CV,CDMX
Data scientist,,"Servicios TVM de México, S.A. de C...",CDMX
Data Scientist Sr.,,"Manpower, S.A. de C.V.",México
Data Scientist Sr,,"Manpower, S.A. de C.V.",México
Data Scientist SR,,SEGURITECH ADMINISTRACION SA DE CV,CDMX
Data Scientist Sr.,,"Chubb Servicios México, S.A. de C.V.",Ciudad de México
Data Scientist II,,Conduent de México SA de CV,N.L.
DATA SCIENTIST - JR,,Grupo Salinas,CDMX
Sr. Data scientist,,Addon Technologies Inc.,Ciudad de México
Data scientist jr,,Servicios Administrativos Peñoles ...,CDMX
Data Scientist 3,,Oracle de México..,México
Principal Data Scientist,,Microsoft..,México
Cientifico de Datos/Data Scientist,,Thyssenkrupp Components Technology...,Gto.
Recién egresado (conocimiento en data scientist),,Tata Consultancy Services,Ciudad de México
Coordinador Data Scientist _ Servicios financieros,,"Operativo Evenplan, S.C.",CDMX
Data Scientist for Pricing(Machine Learning),,UVI TECH SAPI DE CV,México
Data Scientist for Financing (Machine Learning),,UVI TECH SAPI DE CV,México
Data Scientist / Business Analyst Inglés Avanzado,,TGENIESLLC MEXICO SA DE CV,Ciudad de México
Data Scientist Engineer Recien JUNIOR/Recien Egresado,"$24,000 - $27,000  Mensual",Kelly Services,Jal.
Analytics & Cognitive–Sr Data Scientist–Senior Solution,"$50,000 - $80,000  Mensual","Servicios de Outsourcing, Head Hun...",Querétaro
CIENTIFICO DE DATOS - SR,,Grupo Salinas,CDMX
Jr. Data Science (Machine Learning Engineer),"$65,000 - $75,000  Mensual",Mobile Apps Enterprises LLC,México
"Desarrolladores Java, Phyton, React, .Net, Power BI, Data Sc",,EMONICS LLC,Ciudad de México
DEVELOPERS FOR RELOCATION TO USA,,"Systechcorp, Inc",Ciudad de México
Senior PHP Developer,,Addon Technologies Inc.,Ciudad de México
Sr React Developer / Full Stack,,Addon Technologies Inc.,Ciudad de México
Sr. Application JAVA Developer,,Addon Technologies Inc.,México
Sr. .NET Developer job opportunity in USA,,Addon Technologies Inc.,Ciudad de México
Senior PYTHON Developer to work in USA,,Addon Technologies Inc.,N.L.
Senior Software Engineer,,"Gonet, S.A. de C.V.",México
Data Analyst / Data Engineer,,Mobile Apps Enterprises LLC,Gto.
Data engineer,,Mobile Apps Enterprises LLC,Jal.
Machine Learning Engineer,,Mobile Apps Enterprises LLC,Ciudad de México
Python Developer,,Mobile Apps Enterprises LLC,Jal.
DEVELOPERS FOR RELOCATION TO USA,,"Systechcorp, Inc",N.L.
Sr. Research Scientist Food Services & Groceries,,HERSHEY,Jal.
Observer Coordinator,,Teleperformance,N.L.
Científico de datos,,,Coah.
Científico de datos,,,N.L.
Sr AWS / DevOps,"$70,000 - $75,000  Mensual",Addon Technologies Inc.,Edo. Méx.​
Observer Coordinator,,Teleperformance,Jal.
Observer Coordinator,,Teleperformance,Ciudad de México
Customer Success Account Manager,,Microsoft..,Ciudad de México
ANALISTA DE INTELIGENCIA DE NEGOCIOS,,PAE DESARROLLADOR EMPRESARIAL DE L...,Jal.
Business intelligence,,AMERISA LOGISTICS,Edo. Méx.​
DATA SCIENTIST - MONTERREY,,Tecnoap,N.L.
"Data Scientist (Python, Spark)",,BBVA Bancomer,CDMX
Ingeniero de datos Jr - Python - Data Engineer jr,"$25,000 - $30,000  Mensual",Alia,CDMX
Ingeniero de Base de Datos Oracle o MS SQL,,BANCO DEL BAJIO S.A.,Gto.
Ingeniero de soporte de Red de Voz y Datos,"$16,000 - $20,000  Mensual",AETHRA COMMUNICATIONS MEXICO S DE ...,Ciudad de México
Ingeniero de Soporte Red de Voz y Datos L1,"$18,000 - $19,000  Mensual",SIERRA MADRE INTERNET SA DE CV,N.L.
Ingeniero de Monitoreo SR (Protección de datos DLP),,,Ciudad de México
Ingeniero Funcional Oracle - EBS /Base de Datos (DBA),,,CDMX
Command center,,CPI AIM de México,Qro.
Data Engineer,,UVI TECH SAPI DE CV,Ciudad de México
Database Chapter Lead,,UVI TECH SAPI DE CV,Ciudad de México
Database Software Engineer,,UVI TECH SAPI DE CV,Ciudad de México
INGENIERO DE INFRAESTRUCTURA TELECOM,,Sky,CDMX
INGENIERO DE SOPORTE (MARKETPLACE),,,Ciudad de México
Ingeniero en criptografía,,,CDMX
Ingeniero de mejora continua logistico,,Carvajal Tecnología y Servicios S....,Edo. Méx.​
Ingeniero de procesos,,Perfill RH Sa de CV,Pue.
Analista Programador Microsoft Sr.,,Allware Solutions,N.L.
Departamento de Estadística y Base de Datos,,BeSa Consulting,Ciudad de México
Desarrollador de software,,"Bitfarm, S.C.",Nuevo León
*Ingeniero Jr Soporte Retail,,Grupo Bafar,Chihuahua
CONTROL PRESUPUESTAL,,DESARROLLADORA TA NAH SA DE CV,Yuc.
Data engineer,,"SAFRAN MDS, SA DE CV",Qro.
Analista Base de Datos - SQL,"$20,000 - $25,000  Mensual",Banorte,N.L.
Coordinador Business Intelligence,"$28,000 - $35,000  Mensual","Farmacias del Ahorro, S.A.",N.L.
Ingeniero CERT,,,CDMX
Ingeniero en Sistemas computacionales Jr,,Banorte,CDMX
Asistente de Registro,,BeSa Consulting,Jal.
Ingeniero De Seguridad En Tecnologias,,,CDMX
Ingeniero en sistemas,,,Qro.
